"CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","SD01","SD02_01","SD08","SD08_01","DS01_01","DS01_02","DS01_03","DS01_04","DS01_05","DS01_07","DS01_06","MI01_01","MI02_01","MI03_01","MI03_02","MI04_03","MI05_01","MI05_02","MI07_01","MI09_01","MI10_01","MI14_02","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST03_01","ST03_02","ST03_03","ST03_04","ST03_05","ST03_06","ST03_07","ST03_08","ST04_01","ST04_02","ST04_03","ST04_04","ST04_05","ST04_06","ST04_07","UQ01","UQ01x01","UQ01x02","UQ01x03","UQ01x04","UQ01x05","PL01_01","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
241,,,"smartphone_EN","interview",2022-06-07 12:17:45,1,21,1,2,4,4,4,3,4,1,3,2,4,4,4,1,2,3,1,3,5,1,2,3,2,4,2,4,5,5,,4,4,4,3,2,,1,,2,1,4,2,4,3,4,3,3,1,,5,"How much data does this phone have? I take and save a lot of photos so I'll need a fair bit of data","Which phone has the best sound quality? I listen to a lot of music so would like one of the best for that","What phone would you recommend to an iphone user who wants to make a change? Are any of the phones here similar to the iphone?","Am I able to get a package deal with a lot of 4G? I use my phone outside of the house quite a lot and would like to have enough data for that","How much will I have to pay back a month for this phone? I'll have to look at some other options if it's too much for me","5f0f4e2e850b230eb3e7bb95",16,12,30,23,44,353,44,56,578,,2022-06-07 12:27:23,1,0,8,8,0,0,0.75,1
242,,,"smartphone_EN","interview",2022-06-07 12:17:45,1,63,1,2,5,5,4,3,3,1,2,4,2,5,3,1,4,2,1,2,3,1,2,5,1,2,3,5,5,5,3,2,1,4,4,2,,2,3,4,1,5,5,4,4,3,2,2,3,,5,"Do you have a lower data option because I don't use data much?","Do you have a smaller phone that's easier to hold but which has a good camera?","How quickly does your phone react to my fingerprint or facial recognition?","Do you have anything cheaper?!","Can I have a phone cover of my choice thrown in for free with the deal?","5f6c423e8071b21b35b07ea6",10,10,37,34,36,150,54,58,389,,2022-06-07 12:24:14,1,0,8,8,0,0,0.78,1
243,,,"smartphone_EN","interview",2022-06-07 12:17:45,1,57,1,2,5,5,5,2,2,1,2,2,5,5,5,2,5,5,2,5,4,1,2,3,1,4,1,3,5,5,4,2,1,4,5,3,3,1,1,1,1,5,3,3,3,4,4,4,2,,5,"Does it have a long battery life?","Is it easy to access voice mail?","What browsers does it support?","Does it have a way to block spam?","How large is the address book?","5dd3c6ff5c56383b4a789c86",9,13,28,23,25,65,37,42,242,,2022-06-07 12:21:47,1,0,8,8,0,0,1.06,5
244,,,"smartphone_EN","interview",2022-06-07 12:17:45,2,24,1,2,5,5,4,5,5,1,4,1,5,3,5,1,4,5,1,4,5,1,4,5,2,5,1,5,5,5,5,3,5,5,5,5,1,5,1,2,5,5,5,5,5,5,5,5,5,5,4,"How much is it? I have a set budget to spend a month","How big is the storage? I take a lot of photos and have a lot of apps","Are there hidden fees? Will I have to pay for cloud storage or access to certain features","How big is it? I prefer larger phones ",,"60be5bad2413db2cc0bfd31b",5,8,28,18,33,62,24,21,199,,2022-06-07 12:21:05,1,0,8,8,0,0,1.41,21
245,,,"smartphone_EN","interview",2022-06-07 12:17:45,2,63,1,2,4,4,4,3,2,1,3,3,4,3,4,3,3,4,4,4,2,1,2,4,2,4,2,4,5,5,4,4,2,4,4,4,2,2,1,3,3,5,4,5,4,5,4,4,2,2,5,"how big is the display","how much memory does the phone have","how good is the camera","how long does the battery last","how much does it cost","5d24832b38abb10001aff2e7",18,12,41,25,40,191,51,68,446,,2022-06-07 12:25:11,1,0,8,8,0,0,0.7,0
246,,,"smartphone_EN","interview",2022-06-07 12:17:45,2,43,1,2,4,3,4,3,3,1,3,4,4,5,4,2,4,4,3,4,3,1,2,5,2,4,3,4,4,5,4,2,2,4,4,3,2,4,4,5,2,5,3,3,5,3,4,5,2,3,3,"What is the size of the storage","What is the camera quality like","How durable is it",,,"5f2c16aabf114905864692f9",3,5,21,15,16,48,29,30,167,,2022-06-07 12:20:32,1,0,8,8,0,0,1.8,40
247,,,"smartphone_EN","interview",2022-06-07 12:17:46,2,32,1,2,5,5,4,3,3,1,3,3,4,5,5,3,5,5,4,5,3,1,3,4,4,3,3,5,5,5,4,5,5,5,5,3,4,3,5,5,5,5,4,5,5,5,4,4,5,4,5,"Is this the latest model?","What is the operating software?","Do you have any refurbished models at lower price?","Do you have in a specific colour?","How long is the contract?","54f5a98cfdf99b2e7ccaeb91",8,4,20,16,32,73,28,28,209,,2022-06-07 12:21:15,1,0,8,8,0,0,1.47,24
248,,,"smartphone_EN","interview",2022-06-07 12:17:46,1,35,1,2,5,5,5,5,5,1,4,3,4,4,2,1,4,4,1,4,4,1,4,5,5,5,1,4,5,5,5,2,1,2,4,1,1,1,4,5,3,5,5,5,5,4,5,5,4,1,5,"How long is the battery life","How long for full charge from flat ","What quality is the camera?","Can internal storage be expanded with memory cards?","What is the handset warranty?","5c3a4e759e794d000129a225",174,22,28,24,110,64,55,33,344,,2022-06-07 12:26:16,1,0,8,8,0,0,0.79,5
249,,,"smartphone_EN","interview",2022-06-07 12:17:46,2,34,1,2,5,5,5,3,3,1,3,1,3,3,4,3,5,5,3,3,3,1,3,4,3,4,3,4,4,5,5,5,3,3,3,3,3,4,4,4,3,5,4,5,5,5,5,5,3,4,5,"what's the price","what's the brand","what network","how big the storage is","performance","5d4ad488dfd8230018fd0b45",4,13,51,30,26,85,41,42,292,,2022-06-07 12:22:38,1,0,8,8,0,0,1.04,8
250,,,"smartphone_EN","interview",2022-06-07 12:17:46,1,35,1,2,4,4,4,2,3,1,4,2,3,4,4,2,4,4,2,4,4,1,4,5,3,4,3,4,4,5,4,4,2,4,4,4,2,3,5,5,3,5,4,4,5,5,5,5,3,3,5,"Do you have a smartphone with a good camera? I like to take lots of photos","Do you have a smartphone with good storage capacity? For files, photos and videos to be stored","Do you have a smartphone which easily fits into my hand? My current phone is too big","Do you have a smartphone with good battery life? I don't like running out of battery quickly","Do you have a smartphone I can use with Google applications? I use Google cloud","5efcd984f7176d0e6a59dd17",4,13,21,17,19,116,29,32,251,,2022-06-07 12:21:57,1,0,8,8,0,0,1.33,18
251,,,"smartphone_EN","interview",2022-06-07 12:17:47,1,30,1,2,4,4,5,4,4,1,1,1,5,5,5,5,4,4,5,5,3,1,1,5,5,5,1,4,4,5,5,4,3,5,5,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,4,"What size memory does the phone have?","How good is the camera?","Can I add storage or it is internal?","How big is the screen?",,"5eebb8b7011d13119025dcf0",10,8,31,19,24,73,26,22,213,,2022-06-07 12:21:20,1,0,8,8,0,0,1.27,15
252,,,"smartphone_EN","interview",2022-06-07 12:17:47,1,59,1,2,4,3,4,3,3,1,3,2,4,5,4,3,4,4,4,4,4,1,2,5,3,4,1,5,5,5,4,2,3,3,4,4,3,5,2,5,1,5,1,5,5,3,4,4,2,3,5,"battery life","easy to install apps","up to date tec","looks good","reliable","55d5b77ddb6a810006fa05d5",7,10,42,33,38,51,54,37,272,,2022-06-07 12:22:19,1,0,8,8,0,0,1.01,7
253,,,"smartphone_EN","interview",2022-06-07 12:17:47,2,32,1,2,5,4,5,3,2,1,1,3,5,4,5,3,5,5,3,5,3,1,1,5,3,4,1,1,5,5,5,3,2,5,5,4,4,1,5,4,1,4,1,5,4,4,5,5,2,5,4,"How much am I going to have to pay? ","What operating system does this use?","Does it have a 3.5mm audio jack? ","Without purchasing a separate SD card, how much storage capacity does this phone have? ",,"5f4e22f75080c69f541d9500",22,13,32,30,38,91,76,63,365,,2022-06-07 12:23:52,1,0,8,8,0,0,0.74,0
254,,,"smartphone_EN","interview",2022-06-07 12:17:47,1,49,1,2,4,4,4,4,4,1,4,3,4,4,4,3,4,3,3,4,3,1,4,5,4,4,3,5,5,5,5,4,3,3,4,5,3,4,5,5,4,5,5,5,5,5,5,5,4,4,3,"What Android Phones do you have available?","I need a good size, what big handsets do you have?","I like to take photo's so what are the ones with the best cameras?",,,"609ffde6ce77f26ad8157c29",3,6,18,17,28,81,24,25,202,,2022-06-07 12:21:09,1,0,8,8,0,0,1.62,31
255,,,"smartphone_EN","interview",2022-06-07 12:17:47,2,58,1,2,4,5,5,3,3,1,3,2,3,5,5,3,4,4,3,5,3,1,5,5,1,5,2,5,5,5,5,3,2,3,5,3,1,5,4,5,4,5,4,5,5,4,5,5,5,5,4,"How long will the battery last if I use the phone for accessing the internet","How secure will the phoone be. What are the security features","I need a fast phone with large memory capcity because I like to play games","Does it have a high definition camera, for videos and photos",,"5be9d0b85b7ff700013c7bb7",19,15,57,35,41,281,62,62,572,,2022-06-07 12:27:19,1,0,8,8,0,0,0.58,0
256,,,"smartphone_EN","interview",2022-06-07 12:17:47,2,30,1,2,4,4,4,3,3,1,3,3,4,3,4,3,4,4,3,4,3,1,3,4,3,4,3,5,5,5,5,3,3,4,4,2,2,3,3,4,3,4,3,5,4,3,4,3,3,3,4,"Do you have a phone with a good camera?","Do you have a phone with a high quality screen?","Do you have a medium sized phone?","Do you have a phone in an affordable price range?",,"5f1c5f809780db094345862b",29,6,18,18,19,115,29,28,262,,2022-06-07 12:22:09,1,0,8,8,0,0,1.28,19
257,,,"smartphone_EN","interview",2022-06-07 12:17:48,3,34,1,2,5,5,5,3,3,1,3,3,5,5,3,3,5,5,3,5,3,1,3,3,3,4,3,3,4,5,5,1,2,2,3,1,1,1,1,3,1,5,1,3,3,5,4,4,1,3,5,"What type of charger does it use?","What operating system does it run?","How is the battery life?","Can it be externally modified?","What is the warranty plan like?","5f3d6ca05772161108bc0e2e",7,9,22,17,21,45,28,35,184,,2022-06-07 12:20:52,1,0,8,8,0,0,1.4,20
258,,,"smartphone_EN","interview",2022-06-07 12:17:48,1,36,1,2,5,5,5,3,4,1,3,2,5,5,2,1,4,5,2,4,5,1,4,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,"How long does the battery life last? Im usually on my phone.","How much space does the phone have? I like taking a lot of pictures.","Does it come with accessories like charger and earphones?",,,"60719da557d8241609b26e83",327,33,45,40,40,150,181,66,563,,2022-06-07 12:32:30,1,0,8,8,0,0,0.48,0
259,,,"smartphone_EN","interview",2022-06-07 12:17:48,2,43,1,2,4,4,4,2,3,1,2,2,5,3,5,3,5,5,4,5,4,1,3,5,1,5,3,3,4,5,5,1,3,3,4,4,2,4,2,1,3,4,3,5,5,5,3,5,2,5,5,"What is the best phone for the the best value for money?","I would prefer a phone with a good camera","I prefer a larger display with a decent resolution","I would like the battery life to be long lasting.","I prefer a phone with a stock android experience.","5fb3d0c3f2ff18016df4934d",79,127,39,33,39,288,40,51,509,,2022-06-07 12:29:24,1,0,8,8,0,0,0.56,0
260,,,"smartphone_EN","interview",2022-06-07 12:17:49,2,28,1,2,4,4,4,2,2,1,3,4,4,3,4,3,3,3,4,4,3,1,3,5,5,3,3,4,4,5,,4,3,4,4,5,3,5,2,4,4,4,4,5,5,4,4,3,3,4,3,"How much memory?","What are its size measurements?","How many MP is the camera?",,,"5e8fc651d1aa0d2ba33717c9",4,11,19,23,11,39,23,29,159,,2022-06-07 12:20:28,1,0,8,8,0,0,1.72,36
261,,,"smartphone_EN","interview",2022-06-07 12:17:49,1,34,1,2,3,3,2,4,4,1,5,4,2,5,2,1,3,1,1,2,1,1,5,5,5,2,2,3,5,5,3,4,4,3,4,2,2,3,4,5,4,5,5,4,5,4,5,5,2,,3,"What is the battery life as I take a lot of photos, play games on my phone and use social media a lot, which drains battery ","How much is it","What is the camera quality",,,"5e4940cc4cc99d3ad7baa236",24,99,114,23,33,111,99,63,478,,2022-06-07 12:27:15,1,0,8,8,0,0,0.56,0
262,,,"smartphone_EN","interview",2022-06-07 12:17:50,1,24,1,2,5,5,5,3,3,1,4,3,5,4,4,3,5,5,3,4,4,1,3,4,4,4,3,2,4,5,4,4,4,4,5,3,3,3,3,4,3,5,5,5,5,5,4,4,3,3,4,"Is the battery life good?","What is the memory on the phone?","Does warranty come with it? ","Is the camera qualty good on it?",,"5e204990b062543612e9a254",2,5,13,10,11,47,18,17,123,,2022-06-07 12:19:53,1,0,8,8,0,0,2.38,75
263,,,"smartphone_EN","interview",2022-06-07 12:17:52,1,34,1,2,4,4,3,2,2,1,2,2,4,3,4,2,4,4,3,4,4,1,4,5,4,4,3,4,5,5,5,3,2,3,4,4,2,4,2,4,3,5,4,5,5,4,5,5,3,3,5,"What is the battery life like","What is the price","What is the camera quality","How much storage does it have","How does it compare to similar phones on the market","5f52971c271a0703d733031c",4,13,17,13,20,743,26,26,216,,2022-06-07 12:32:14,1,0,8,8,0,0,1.38,25
264,,,"smartphone_EN","interview",2022-06-07 12:17:52,1,41,1,2,4,5,4,3,4,1,3,4,4,5,4,2,3,4,3,4,2,4,4,4,4,4,2,3,4,5,5,5,3,4,4,4,3,4,4,4,4,4,4,4,5,5,4,5,3,3,3,"whats the camera like","how quickly does it charge","how big is the screen",,,"594b80f264c25300013deb95",6,40,108,22,17,35,28,29,285,,2022-06-07 12:22:37,1,0,8,8,0,0,1.26,22
265,,,"smartphone_EN","interview",2022-06-07 12:17:52,1,38,1,2,3,4,4,5,5,1,4,1,3,5,5,2,5,5,2,5,3,1,2,3,3,4,,5,5,5,5,3,2,3,5,,,,5,5,,5,5,5,5,,5,5,3,,5,"How long is the battery life?","How long does the phone take to fully charge?<br>","What is the storage capacity of the phone?<br>","Is technical support/maintenance for this phone easily available?","What are the colour options for this phone?","60c048ca962103e0da201a34",47,29,64,29,34,201,64,50,518,,2022-06-07 12:26:30,1,0,8,8,0,0,0.57,0
266,,,"smartphone_EN","interview",2022-06-07 12:17:53,1,25,1,2,4,3,3,4,4,1,3,4,3,4,4,2,3,4,3,2,3,1,1,4,4,3,3,4,3,5,4,3,4,4,5,3,2,4,1,4,4,5,3,3,2,4,4,4,2,3,5,"Which one has the best camera?","How many GB of storage is there?","Are there alternative colour options?","Can I transfer all my data from my current phone easily? ","Whats the battery life? ","5ae9cde00335e200019e9eed",4,18,82,67,14,128,88,56,457,,2022-06-07 12:25:30,1,0,8,8,0,0,0.91,13
267,,,"smartphone_EN","interview",2022-06-07 12:17:54,1,74,1,2,5,5,5,4,4,1,3,1,4,4,4,3,5,5,3,5,4,1,1,4,3,3,1,5,5,5,4,4,2,3,4,1,1,3,4,4,2,5,1,3,3,5,5,5,,,5,"The volume and clarity of hearing","Ease of use","Cost","Amount of storage","Likely speed of reception","60375d67dde85cad87f3c99d",14,21,64,48,47,87,70,72,423,,2022-06-07 12:24:57,1,0,8,8,0,0,0.61,1
268,,,"smartphone_EN","interview",2022-06-07 12:17:54,2,34,1,2,3,4,4,3,4,1,3,3,5,3,5,3,2,2,5,5,3,1,1,4,2,2,1,2,5,5,5,1,3,5,5,,,2,4,2,,5,,3,3,3,4,4,,,3,"What do you think is the best smartphone for it's price?","Can you recommend a good budget smartphone?","Is this a good price?",,,"5efcb50255a06b097b8d5d29",19,16,140,77,99,533,87,84,1055,,2022-06-07 12:35:29,1,0,8,8,0,0,0.38,0
269,,,"smartphone_EN","interview",2022-06-07 12:17:56,2,56,1,2,4,4,4,2,3,1,2,2,4,5,4,1,3,4,3,4,4,1,2,5,5,5,3,4,5,5,5,5,4,4,4,4,,5,4,5,5,5,4,5,5,5,5,5,4,,5,"What memory capacuty does the phone have?","WHat type and number of cameras does it have?","What is the battery life like?","How do I charge the phone, is it easy?","Is it the latest model?","5ecd22e76997ec03464c71aa",8,8,29,24,39,123,32,36,299,,2022-06-07 12:22:55,1,0,8,8,0,0,1.03,4
270,,,"smartphone_EN","interview",2022-06-07 12:17:57,2,35,1,2,4,5,4,3,2,1,2,2,4,5,3,2,5,4,4,5,3,1,2,5,3,5,4,5,5,5,5,3,2,5,4,5,1,5,5,4,3,5,5,5,5,5,5,5,5,5,5,"How fast is the phone in terms of performance?","How long is the warranty?<br>","How big is the phone as I like phones that fit into my pocket easily?","How loud can the max volume go? as I like to use it as a music player.","How good is the camera comapred to other similar priced phones?","5d29a65b5b3b1f001aaaf6e3",13,7,40,27,33,90,36,26,272,,2022-06-07 12:22:29,1,0,8,8,0,0,1.04,7
271,,,"smartphone_EN","interview",2022-06-07 12:17:59,2,39,1,2,5,5,4,2,3,1,3,1,5,4,5,1,5,5,2,4,4,1,2,3,1,4,2,4,5,5,5,3,3,5,4,5,2,5,3,4,4,5,5,4,4,3,4,5,5,5,5,"Do you have smaller phone sizes like the iphone 13 mini?","What's the battery life like?","whats the price?","how long do you get software updates?","how expensive is it to fix if it breaks?","60794cf6640dbc4d3662ef07",72,8,19,15,22,73,27,36,208,,2022-06-07 12:22:31,1,0,8,8,0,0,1.23,17
272,,,"smartphone_EN","interview",2022-06-07 12:17:59,1,27,1,2,5,5,5,4,3,1,4,1,2,3,2,4,1,1,3,4,4,1,4,4,4,4,2,2,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,4,5,4,4,4,5,"What is the battery life","what happens if i brake it ","can i put parental controls on it ","how much storage ","what is the camera quality","5d418b25e5c62d0019f7d3d5",3,51,185,8,15,39,31,22,354,,2022-06-07 12:23:53,1,0,8,8,0,0,1.67,44
273,,,"smartphone_EN","interview",2022-06-07 12:18:02,2,31,1,2,4,4,3,2,5,1,4,4,3,4,3,3,4,4,3,4,3,1,4,4,4,3,3,4,4,5,4,4,2,2,4,4,5,4,2,3,3,4,4,4,4,4,3,3,4,4,5,"Is the sceen technology good","What is the processor like","Is it portable","Is the camera good","Is the battery good and long lasting","606ddb0033f69d1a832059cd",7,13,38,130,46,147,32,104,517,,2022-06-07 12:26:39,1,0,8,8,0,0,0.73,2
274,,,"smartphone_EN","interview",2022-06-07 12:18:02,1,50,1,2,5,5,5,3,3,1,3,2,4,3,5,2,4,5,4,4,3,1,1,5,3,5,3,2,5,5,5,3,1,1,3,1,2,3,1,5,3,5,4,3,5,3,4,4,2,2,5,"Battery life","Camera pixels","speed","price","memory","59a3b1a35fd74b0001abf9c1",20,12,36,26,47,54,40,46,281,,2022-06-07 12:22:43,1,0,8,8,0,0,0.91,5
276,,,"smartphone_EN","interview",2022-06-07 12:18:07,1,23,1,2,4,3,4,4,4,1,3,4,3,2,3,2,4,3,3,3,3,1,2,5,5,5,4,4,5,5,4,5,5,5,5,4,4,5,3,5,4,5,4,5,5,5,5,5,5,4,5,"How much storage is in the phone ","How heavy is the phone","What is the color of the phone","What brand is the phone ","What is the battery life of the phone","61548037b8ca9725fd750afc",4,7,35,28,28,56,29,40,227,,2022-06-07 12:21:54,1,0,8,8,0,0,1.29,16
277,,,"smartphone_EN","interview",2022-06-07 12:18:07,2,37,1,2,5,5,5,4,5,1,4,3,4,4,5,5,4,4,4,5,3,1,3,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,"The phone processor and speed","The Battery life","camera quality",,,"627936a0a0627049a4a19e62",10,19,165,43,36,169,59,39,540,,2022-06-07 12:27:07,1,0,8,8,0,0,0.64,0
278,,,"smartphone_EN","interview",2022-06-07 12:18:13,2,29,1,2,4,4,3,4,4,1,3,4,3,4,4,4,4,4,4,5,3,1,2,5,3,4,3,5,5,5,5,4,4,4,5,5,4,5,3,4,5,5,5,5,5,5,4,4,4,4,5,"How long does the battery last as I often do days off requiring battery to last all day","What are the features of the camera and how does this compare?","What security/privacy features does the phone have and how does this compare with other models?","What sort of charger does it need - is it compatiable with others I have?","What OS does it run?","5efe20bbc05e8610f47600f7",5,10,27,31,19,98,24,20,234,,2022-06-07 12:22:07,1,0,8,8,0,0,1.33,18
279,,,"smartphone_EN","interview",2022-06-07 12:18:27,1,35,1,2,5,5,5,5,5,1,5,2,4,4,4,2,4,4,2,4,4,1,1,4,3,4,4,3,5,5,5,2,2,3,4,5,2,3,,5,5,5,3,5,5,5,5,5,2,,5,"I would ask about the quality of the camera","Storage potential","How much mobile data","The price of the phone","Early upgrade?","60183476ad6cff03e6cfe62a",20,8,19,172,24,71,31,27,224,,2022-06-07 12:24:39,1,0,8,8,0,0,1.1,14
280,,,"smartphone_EN","interview",2022-06-07 12:18:31,1,53,1,2,5,5,5,3,3,1,3,2,4,5,4,4,5,5,5,5,4,1,3,5,4,4,4,4,5,5,5,4,4,4,5,5,2,4,1,4,5,5,5,5,5,5,5,5,4,4,5,"Does it have a good camera","Is the battery life good","What is the storage capacity","What colours are available","How soon is a newer model going to be launched","5a59c1dfeedc32000142835a",9,36,55,21,25,88,36,36,306,,2022-06-07 12:23:37,1,0,8,8,0,0,0.91,3
281,,,"smartphone_EN","interview",2022-06-07 12:18:49,1,27,1,2,5,5,5,4,4,1,2,2,5,4,5,1,5,5,4,4,1,1,2,5,5,3,5,5,5,5,5,5,4,3,4,5,3,5,,5,5,5,5,5,5,5,5,5,3,,5,"How's the camera quality?","Is it water resistant?","What additional interesting specs does it have?","How's the battery life?","What brand is it?","61f2aa6ea09e72f23cbaf13d",18,11,43,27,39,127,49,45,359,,2022-06-07 12:24:48,1,0,8,8,0,0,0.77,0
282,,,"smartphone_EN","interview",2022-06-07 12:18:49,1,31,1,2,5,4,4,2,3,1,4,2,4,4,4,3,5,3,4,5,5,1,2,5,3,4,3,5,5,5,5,5,4,4,5,5,4,4,5,5,3,5,4,4,5,5,4,4,2,2,3,"does it come with a charger and ear phones","what range of colours dose it come in","`what is the battery life of the phone",,,"5d7695cc7ae60f001bc4bde6",53,9,98,28,86,101,70,28,473,,2022-06-07 12:26:42,1,0,8,8,0,0,0.72,4
283,,,"smartphone_EN","interview",2022-06-07 12:24:52,2,29,1,2,4,3,2,4,3,1,3,3,4,4,3,2,4,4,3,4,3,1,3,4,4,5,3,4,5,5,4,5,4,5,5,5,3,5,3,4,4,5,5,5,5,5,5,5,4,5,5,"what's the storage size","what's the operating system","what's the warranty length","size","processor ","5ff300745161777d3690e334",3,11,27,40,57,157,26,30,351,,2022-06-07 12:30:43,1,0,8,8,0,0,1.16,16
284,,,"smartphone_EN","interview",2022-06-08 09:28:41,2,42,1,2,4,3,4,3,4,1,4,4,3,3,4,1,5,4,2,4,4,1,4,5,5,4,5,3,4,5,4,5,2,4,4,4,5,5,3,5,4,5,4,5,5,4,5,5,3,5,5,"The cost of the phone","What is the capacity of the phone","How long does the battery last","How clear is the camera","How fast is the phone","59bb884a3c45a10001ccc4f7",8,61,38,38,32,106,32,50,365,,2022-06-08 09:34:46,1,0,8,8,0,0,0.8,1
285,,,"smartphone_EN","interview",2022-06-08 09:28:44,1,61,1,2,4,4,5,3,3,1,3,2,4,4,4,1,5,4,1,5,5,1,1,4,1,2,2,5,5,5,5,1,1,4,5,,3,3,5,3,3,5,1,4,4,3,4,4,5,,4,"Will it fit my hand?","How much is it?","Is it SIM-free?","How long is the guarantee?",,"56abcb46f209e0000adab961",8,9,20,17,22,55,38,46,215,,2022-06-08 09:32:19,1,0,8,8,0,0,1.26,14
286,,,"smartphone_EN","interview",2022-06-08 09:28:46,1,48,1,2,4,3,4,2,3,1,2,2,3,4,4,2,3,2,3,4,2,1,1,3,1,3,1,3,5,5,4,5,3,3,4,1,1,1,2,4,1,5,3,3,3,5,4,4,1,1,5,"how big is the screen?","What colours are available?","What is the battery life?","What is the camera pixels?","How much does it weigh?","5ce97c72bbc8bd001b07e9bb",84,22,100,13,16,43,24,26,252,,2022-06-08 09:34:14,1,0,8,8,0,0,1.23,24
287,,,"smartphone_EN","interview",2022-06-08 09:28:46,1,51,1,2,5,5,5,3,3,1,5,2,5,3,4,1,5,5,5,5,4,1,3,5,2,3,2,4,4,5,4,4,2,4,4,2,2,4,2,3,4,5,3,4,5,5,4,4,3,4,3,"What is the camera like?","Do you have one with a larger screen?","What is the processor like?",,,"5fc8d127db88a129e6d0130a",13,11,24,27,25,74,34,46,254,,2022-06-08 09:33:00,1,0,8,8,0,0,1.03,6
288,,,"smartphone_EN","interview",2022-06-08 09:28:46,2,31,1,2,5,5,5,2,2,1,2,2,4,4,2,2,5,5,1,4,3,5,3,5,5,4,5,4,4,5,5,3,4,4,5,3,4,5,3,4,3,4,4,4,4,5,4,4,4,4,5,"What are the best camera phones in given price ranges?","What are the best displays in given price ranges?","What is the best overall package in a given price range?","What offers the best build quality in a given price range?","How is the battery life on the top models?","62694fbeede8c79c1b047e80",14,19,21,29,27,107,34,33,284,,2022-06-08 09:33:30,1,0,8,8,0,0,0.97,5
289,,,"smartphone_EN","interview",2022-06-08 09:28:47,2,61,1,2,4,4,5,2,2,1,2,1,5,3,4,1,5,3,1,5,3,1,3,5,1,4,4,4,5,5,4,4,4,5,4,5,3,4,1,5,3,5,4,5,5,5,4,5,4,5,5,"Is it Apple or Android","How good is the camera","What is the cost of the contract","Is it futureproof","what's the resolution","5c5208dee3209c000177e957",15,11,47,35,43,160,56,49,416,,2022-06-08 09:35:43,1,0,8,8,0,0,0.7,0
290,,,"smartphone_EN","interview",2022-06-08 09:28:47,2,59,1,2,4,4,4,2,2,1,2,2,4,4,4,3,4,4,3,4,3,1,3,5,4,4,2,4,5,5,4,5,4,5,5,5,1,4,3,4,3,5,4,4,4,5,4,4,4,3,5,"How much does it cost","Is it as good as an IPhone","Is it durable","How large is it","Does it support 5g","5cc53cf3291607001757c712",15,22,33,31,29,71,38,39,278,,2022-06-08 09:33:25,1,0,8,8,0,0,0.89,2
291,,,"smartphone_EN","interview",2022-06-08 09:28:48,2,58,1,2,5,5,5,2,2,1,1,2,5,3,5,1,5,4,1,5,3,1,1,5,3,4,3,4,5,5,5,1,3,4,5,3,4,2,5,5,3,5,3,4,5,5,5,5,3,3,5,"what is its internal memory?","how many megapixels does the phone have?","Does it have 5G?","What size is it?","How fast is it?","5863ab01ac950900013dd9dd",7,11,30,47,32,75,38,38,278,,2022-06-08 09:33:26,1,0,8,8,0,0,0.99,3
292,,,"smartphone_EN","interview",2022-06-08 09:28:48,2,49,1,2,5,4,4,3,4,1,3,2,5,5,4,1,5,5,1,5,2,1,3,5,5,5,3,4,5,5,5,3,3,5,5,5,2,4,2,5,4,5,3,5,5,5,4,5,5,4,5,"How long is the battery life?","How much storage is on the phone? Is it expandable?","How many megapixels is the camera?","Does the phone camera record video in HD? What about 4k","Is the phone locked to a network?","6266b7c4afe8a0ff03ca1f53",45,15,68,33,51,322,73,72,679,,2022-06-08 09:40:07,1,0,8,8,0,0,0.5,0
293,,,"smartphone_EN","interview",2022-06-08 09:28:49,1,44,1,2,5,5,5,1,2,1,1,1,5,3,4,3,5,5,4,5,4,1,1,3,1,4,2,3,3,5,5,2,2,4,5,1,3,3,2,4,1,5,1,4,4,5,5,4,4,5,3,"What size is the screen? I read alot on my phone.","How much ram does it have? I like to surf the internet on my phone.","Is the phone unlocked? I like to control who my provider is.",,,"5b7f48514d32d900017c9ae1",15,8,29,19,23,129,33,33,289,,2022-06-08 09:33:38,1,0,8,8,0,0,1.07,8
294,,,"smartphone_EN","interview",2022-06-08 09:28:50,2,53,1,2,4,4,4,3,3,1,4,3,4,5,3,1,4,4,5,5,3,1,1,3,3,4,2,3,4,5,5,4,4,4,4,4,2,4,3,4,2,5,3,4,4,5,4,4,3,4,5,"What is the battery life?","Does it have the full Google Play store?","What are the best value phones - under £100 say?","What are the fastest phones, in terms of processor?","How much memory on this phone?","60264f219516732a1dc72394",7,9,26,20,24,133,32,36,287,,2022-06-08 09:33:37,1,0,8,8,0,0,1.12,8
